frame,flex,add,introt,ant,prox,lat
963,37.848,0.039,-2.977,-0.145,-0.952,3.157
964,38.090,0.118,-2.914,-0.095,-0.934,3.172
965,38.332,0.197,-2.850,-0.044,-0.916,3.187
966,38.573,0.278,-2.786,0.008,-0.898,3.202
967,38.814,0.358,-2.721,0.060,-0.880,3.216
968,39.055,0.439,-2.656,0.114,-0.862,3.231
969,39.296,0.521,-2.590,0.167,-0.844,3.246
970,39.537,0.603,-2.524,0.222,-0.827,3.261
971,39.777,0.685,-2.458,0.277,-0.809,3.275
972,40.017,0.768,-2.391,0.332,-0.792,3.290
973,40.257,0.851,-2.323,0.388,-0.775,3.305
974,40.496,0.934,-2.255,0.445,-0.757,3.320
975,40.735,1.018,-2.187,0.502,-0.740,3.334
976,40.974,1.102,-2.118,0.560,-0.724,3.349
977,41.212,1.186,-2.049,0.618,-0.707,3.363
978,41.449,1.271,-1.979,0.677,-0.690,3.378
979,41.687,1.356,-1.909,0.736,-0.674,3.392
980,41.923,1.441,-1.839,0.795,-0.657,3.407
981,42.160,1.526,-1.768,0.855,-0.641,3.421
982,42.395,1.612,-1.697,0.915,-0.625,3.435
983,42.631,1.698,-1.625,0.976,-0.609,3.449
984,42.865,1.784,-1.553,1.037,-0.593,3.463
985,43.099,1.870,-1.480,1.098,-0.577,3.477
986,43.333,1.956,-1.407,1.160,-0.562,3.491
987,43.565,2.043,-1.334,1.222,-0.546,3.505
988,43.797,2.129,-1.260,1.284,-0.531,3.518
989,44.029,2.216,-1.186,1.346,-0.515,3.532
990,44.260,2.303,-1.111,1.408,-0.500,3.545
991,44.490,2.390,-1.037,1.471,-0.485,3.558
992,44.719,2.476,-0.961,1.534,-0.471,3.571
993,44.947,2.563,-0.886,1.597,-0.456,3.584
994,45.175,2.650,-0.810,1.660,-0.441,3.596
995,45.402,2.737,-0.733,1.723,-0.427,3.609
996,45.628,2.824,-0.657,1.786,-0.413,3.621
997,45.853,2.910,-0.580,1.849,-0.398,3.633
998,46.077,2.997,-0.502,1.912,-0.384,3.645
999,46.301,3.084,-0.424,1.975,-0.370,3.656
1000,46.523,3.170,-0.346,2.038,-0.357,3.667
