time,flex,add,introt,ant,prox,lat
9.019,47.225,2.587,-2.068,2.269,-1.556,1.572
9.029,47.461,2.605,-1.998,2.260,-1.532,1.565
9.039,47.697,2.624,-1.928,2.251,-1.509,1.558
9.049,47.932,2.643,-1.858,2.243,-1.486,1.551
9.059,48.166,2.663,-1.787,2.235,-1.463,1.544
9.069,48.399,2.684,-1.716,2.228,-1.440,1.538
9.079,48.632,2.706,-1.644,2.221,-1.417,1.531
9.089,48.863,2.728,-1.572,2.215,-1.394,1.525
9.099,49.094,2.751,-1.500,2.209,-1.371,1.520
9.109,49.324,2.775,-1.427,2.204,-1.348,1.514
9.119,49.553,2.799,-1.354,2.200,-1.326,1.509
9.129,49.782,2.824,-1.280,2.196,-1.303,1.505
9.139,50.009,2.850,-1.206,2.193,-1.280,1.500
9.149,50.235,2.876,-1.132,2.190,-1.257,1.496
9.159,50.461,2.903,-1.057,2.188,-1.235,1.491
9.169,50.685,2.931,-0.982,2.187,-1.212,1.487
9.179,50.909,2.959,-0.906,2.187,-1.190,1.484
9.189,51.131,2.988,-0.830,2.187,-1.167,1.480
9.199,51.353,3.018,-0.754,2.188,-1.145,1.477
9.209,51.573,3.048,-0.677,2.190,-1.123,1.474
9.219,51.792,3.079,-0.601,2.192,-1.100,1.471
9.229,52.010,3.111,-0.523,2.195,-1.078,1.469
9.239,52.227,3.143,-0.446,2.199,-1.056,1.466
9.249,52.443,3.176,-0.368,2.204,-1.034,1.464
9.259,52.658,3.210,-0.289,2.209,-1.012,1.462
9.269,52.872,3.244,-0.211,2.215,-0.990,1.460
9.279,53.084,3.279,-0.132,2.222,-0.969,1.459
9.289,53.295,3.315,-0.052,2.230,-0.947,1.457
9.299,53.505,3.351,0.027,2.238,-0.925,1.456
9.309,53.713,3.388,0.107,2.248,-0.904,1.455
9.319,53.920,3.425,0.187,2.258,-0.882,1.454
9.329,54.126,3.463,0.268,2.269,-0.861,1.453
9.339,54.331,3.502,0.349,2.280,-0.840,1.452
9.349,54.534,3.542,0.430,2.293,-0.818,1.452
9.359,54.736,3.582,0.511,2.306,-0.797,1.451
9.369,54.937,3.622,0.593,2.320,-0.776,1.451
9.379,55.136,3.663,0.675,2.335,-0.755,1.451
9.389,55.333,3.705,0.757,2.350,-0.734,1.451
9.399,55.530,3.747,0.839,2.367,-0.714,1.451
9.409,55.724,3.790,0.922,2.384,-0.693,1.451
9.419,55.918,3.834,1.005,2.402,-0.673,1.451
9.429,56.109,3.878,1.088,2.421,-0.652,1.451
9.439,56.300,3.922,1.171,2.440,-0.632,1.452
9.449,56.488,3.967,1.255,2.461,-0.612,1.452
9.459,56.676,4.013,1.339,2.482,-0.592,1.453
9.469,56.861,4.059,1.423,2.504,-0.572,1.453
9.479,57.045,4.106,1.507,2.526,-0.552,1.454
9.489,57.228,4.153,1.592,2.550,-0.532,1.455
9.499,57.408,4.200,1.676,2.574,-0.512,1.455
9.510,57.588,4.248,1.761,2.599,-0.493,1.456
9.520,57.765,4.297,1.846,2.625,-0.473,1.457
9.530,57.941,4.346,1.931,2.651,-0.454,1.458
9.540,58.115,4.395,2.017,2.678,-0.435,1.459
9.550,58.287,4.445,2.102,2.706,-0.416,1.459
9.560,58.458,4.495,2.188,2.735,-0.397,1.460
9.570,58.627,4.546,2.274,2.764,-0.378,1.461
9.580,58.794,4.597,2.359,2.794,-0.359,1.462
9.590,58.960,4.649,2.446,2.824,-0.341,1.463
9.600,59.123,4.700,2.532,2.855,-0.322,1.463
9.610,59.285,4.753,2.618,2.887,-0.304,1.464
9.620,59.445,4.805,2.704,2.920,-0.286,1.465
9.630,59.604,4.858,2.791,2.953,-0.268,1.465
9.640,59.760,4.911,2.878,2.987,-0.250,1.466
9.650,59.915,4.965,2.964,3.021,-0.232,1.466
9.660,60.067,5.018,3.051,3.056,-0.215,1.467
9.670,60.218,5.072,3.138,3.091,-0.197,1.467
9.680,60.367,5.127,3.225,3.127,-0.180,1.467
9.690,60.514,5.181,3.312,3.163,-0.163,1.467
9.700,60.659,5.236,3.399,3.200,-0.146,1.467
9.710,60.802,5.291,3.486,3.238,-0.129,1.467
9.720,60.944,5.346,3.573,3.276,-0.112,1.467
9.730,61.083,5.402,3.661,3.314,-0.095,1.467
9.740,61.220,5.457,3.748,3.353,-0.079,1.466
9.750,61.355,5.513,3.835,3.392,-0.062,1.466
9.760,61.489,5.569,3.922,3.431,-0.046,1.465
9.770,61.620,5.625,4.010,3.471,-0.030,1.464
9.780,61.749,5.681,4.097,3.512,-0.014,1.463
9.790,61.877,5.737,4.184,3.552,0.002,1.462
9.800,62.002,5.793,4.271,3.593,0.017,1.460
9.810,62.125,5.850,4.358,3.634,0.033,1.459
9.820,62.246,5.906,4.446,3.676,0.048,1.457
9.830,62.365,5.962,4.533,3.718,0.063,1.455
9.840,62.482,6.019,4.620,3.759,0.078,1.453
9.850,62.597,6.075,4.707,3.802,0.093,1.451
9.860,62.710,6.132,4.794,3.844,0.108,1.448
9.870,62.821,6.188,4.881,3.886,0.122,1.445
9.880,62.929,6.244,4.967,3.929,0.137,1.442
9.890,63.036,6.301,5.054,3.972,0.151,1.439
9.900,63.140,6.357,5.141,4.014,0.165,1.435
9.910,63.242,6.413,5.227,4.057,0.179,1.432
9.920,63.342,6.469,5.314,4.100,0.192,1.428
9.930,63.440,6.524,5.400,4.143,0.206,1.423
9.940,63.536,6.580,5.486,4.186,0.219,1.419
9.950,63.630,6.636,5.572,4.229,0.233,1.414
9.960,63.721,6.691,5.658,4.272,0.246,1.409
9.970,63.810,6.746,5.744,4.314,0.259,1.404
9.980,63.897,6.801,5.829,4.357,0.271,1.398
9.990,63.982,6.855,5.915,4.400,0.284,1.392
10.000,64.065,6.910,6.000,4.442,0.296,1.386
