frame,flex,add,introt,ant,prox,lat
964,66.228,5.405,6.116,3.304,0.077,-0.005
965,66.290,5.439,6.201,3.326,0.094,-0.007
966,66.349,5.472,6.285,3.347,0.111,-0.009
967,66.407,5.506,6.370,3.370,0.127,-0.011
968,66.461,5.540,6.454,3.393,0.144,-0.013
969,66.514,5.574,6.538,3.416,0.160,-0.016
970,66.564,5.608,6.622,3.440,0.177,-0.019
971,66.612,5.643,6.705,3.464,0.193,-0.021
972,66.657,5.678,6.788,3.489,0.209,-0.024
973,66.701,5.713,6.871,3.514,0.225,-0.027
974,66.741,5.748,6.954,3.540,0.240,-0.030
975,66.780,5.783,7.037,3.566,0.256,-0.034
976,66.816,5.819,7.119,3.592,0.271,-0.037
977,66.850,5.854,7.201,3.619,0.287,-0.041
978,66.882,5.890,7.282,3.646,0.302,-0.045
979,66.911,5.926,7.364,3.673,0.317,-0.049
980,66.938,5.961,7.445,3.701,0.331,-0.053
981,66.963,5.997,7.525,3.729,0.346,-0.057
982,66.985,6.033,7.606,3.758,0.360,-0.062
983,67.005,6.069,7.686,3.786,0.374,-0.067
984,67.022,6.105,7.765,3.815,0.388,-0.072
985,67.038,6.141,7.845,3.844,0.402,-0.077
986,67.051,6.177,7.924,3.873,0.416,-0.083
987,67.061,6.213,8.002,3.902,0.430,-0.089
988,67.070,6.248,8.081,3.932,0.443,-0.095
989,67.076,6.284,8.159,3.961,0.456,-0.101
990,67.079,6.320,8.236,3.991,0.469,-0.107
991,67.081,6.355,8.313,4.020,0.482,-0.114
992,67.080,6.391,8.390,4.050,0.495,-0.121
993,67.076,6.426,8.466,4.080,0.507,-0.128
994,67.071,6.461,8.542,4.110,0.520,-0.136
995,67.063,6.496,8.618,4.139,0.532,-0.144
996,67.053,6.531,8.693,4.169,0.544,-0.152
997,67.040,6.566,8.767,4.199,0.556,-0.160
998,67.025,6.600,8.841,4.228,0.567,-0.169
999,67.008,6.634,8.915,4.257,0.579,-0.178
1000,66.989,6.668,8.988,4.287,0.590,-0.187
