time,flex,add,introt,ant,prox,lat
9.009,66.054,4.524,3.899,3.536,-0.892,-1.359
9.019,66.157,4.504,3.986,3.502,-0.869,-1.365
9.029,66.257,4.484,4.073,3.468,-0.846,-1.371
9.039,66.355,4.465,4.160,3.435,-0.823,-1.376
9.049,66.450,4.446,4.248,3.402,-0.800,-1.381
9.059,66.544,4.428,4.335,3.369,-0.777,-1.386
9.069,66.635,4.410,4.422,3.337,-0.754,-1.391
9.079,66.724,4.394,4.509,3.306,-0.731,-1.395
9.089,66.811,4.377,4.596,3.275,-0.709,-1.400
9.099,66.895,4.362,4.683,3.245,-0.686,-1.403
9.109,66.977,4.347,4.770,3.215,-0.663,-1.407
9.119,67.057,4.332,4.857,3.185,-0.641,-1.410
9.129,67.135,4.319,4.944,3.157,-0.618,-1.414
9.139,67.210,4.306,5.031,3.129,-0.596,-1.416
9.149,67.283,4.293,5.117,3.101,-0.574,-1.419
9.159,67.354,4.281,5.204,3.074,-0.552,-1.422
9.169,67.422,4.270,5.290,3.048,-0.529,-1.424
9.179,67.489,4.259,5.377,3.023,-0.507,-1.426
9.189,67.552,4.249,5.463,2.998,-0.486,-1.428
9.199,67.614,4.240,5.549,2.974,-0.464,-1.430
9.209,67.673,4.231,5.635,2.950,-0.442,-1.431
9.219,67.730,4.223,5.720,2.927,-0.420,-1.432
9.229,67.784,4.215,5.806,2.905,-0.399,-1.434
9.239,67.836,4.208,5.892,2.884,-0.377,-1.435
9.249,67.886,4.202,5.977,2.863,-0.356,-1.436
9.259,67.934,4.196,6.062,2.843,-0.335,-1.436
9.269,67.979,4.191,6.147,2.824,-0.313,-1.437
9.279,68.022,4.187,6.232,2.806,-0.292,-1.437
9.289,68.062,4.183,6.316,2.788,-0.271,-1.438
9.299,68.100,4.179,6.400,2.771,-0.251,-1.438
9.309,68.135,4.177,6.485,2.755,-0.230,-1.438
9.319,68.169,4.175,6.568,2.739,-0.209,-1.438
9.329,68.200,4.173,6.652,2.725,-0.189,-1.438
9.339,68.228,4.172,6.735,2.711,-0.168,-1.438
9.349,68.254,4.172,6.819,2.698,-0.148,-1.437
9.359,68.278,4.172,6.902,2.686,-0.128,-1.437
9.369,68.299,4.173,6.984,2.674,-0.108,-1.436
9.379,68.318,4.175,7.067,2.663,-0.088,-1.436
9.389,68.335,4.177,7.149,2.654,-0.068,-1.435
9.399,68.349,4.179,7.230,2.644,-0.048,-1.435
9.409,68.361,4.182,7.312,2.636,-0.029,-1.434
9.419,68.370,4.186,7.393,2.628,-0.009,-1.433
9.429,68.377,4.190,7.474,2.622,0.010,-1.433
9.439,68.382,4.195,7.555,2.616,0.029,-1.432
9.449,68.384,4.200,7.635,2.610,0.048,-1.431
9.459,68.384,4.206,7.715,2.606,0.067,-1.431
9.469,68.381,4.212,7.794,2.602,0.086,-1.430
9.479,68.376,4.219,7.874,2.599,0.104,-1.429
9.489,68.369,4.226,7.952,2.597,0.123,-1.428
9.499,68.359,4.234,8.031,2.596,0.141,-1.428
9.510,68.347,4.242,8.109,2.595,0.159,-1.427
9.520,68.333,4.251,8.187,2.595,0.177,-1.426
9.530,68.316,4.260,8.264,2.596,0.195,-1.426
9.540,68.297,4.269,8.341,2.597,0.213,-1.425
9.550,68.276,4.279,8.418,2.599,0.231,-1.425
9.560,68.252,4.290,8.494,2.602,0.248,-1.424
9.570,68.225,4.300,8.570,2.606,0.265,-1.424
9.580,68.197,4.312,8.645,2.610,0.282,-1.424
9.590,68.166,4.323,8.720,2.615,0.299,-1.424
9.600,68.133,4.335,8.794,2.621,0.316,-1.424
9.610,68.097,4.348,8.868,2.627,0.333,-1.424
9.620,68.059,4.360,8.942,2.634,0.350,-1.424
9.630,68.019,4.373,9.015,2.641,0.366,-1.424
9.640,67.976,4.387,9.088,2.650,0.382,-1.424
9.650,67.931,4.401,9.160,2.658,0.398,-1.425
9.660,67.884,4.415,9.232,2.668,0.414,-1.426
9.670,67.835,4.429,9.303,2.677,0.430,-1.426
9.680,67.783,4.444,9.373,2.688,0.446,-1.427
9.690,67.729,4.459,9.444,2.699,0.461,-1.428
9.700,67.672,4.474,9.513,2.710,0.476,-1.429
9.710,67.614,4.489,9.582,2.722,0.491,-1.431
9.720,67.553,4.505,9.651,2.735,0.506,-1.432
9.730,67.489,4.521,9.719,2.748,0.521,-1.434
9.740,67.424,4.537,9.787,2.761,0.536,-1.436
9.750,67.356,4.553,9.854,2.775,0.550,-1.438
9.760,67.286,4.570,9.920,2.789,0.564,-1.440
9.770,67.214,4.586,9.986,2.804,0.578,-1.443
9.780,67.140,4.603,10.052,2.819,0.592,-1.445
9.790,67.063,4.620,10.117,2.834,0.606,-1.448
9.800,66.984,4.637,10.181,2.850,0.619,-1.451
9.810,66.903,4.654,10.244,2.866,0.633,-1.454
9.820,66.820,4.671,10.307,2.882,0.646,-1.458
9.830,66.735,4.689,10.370,2.899,0.659,-1.462
9.840,66.648,4.706,10.432,2.915,0.672,-1.466
9.850,66.558,4.723,10.493,2.933,0.684,-1.470
9.860,66.466,4.741,10.554,2.950,0.697,-1.474
9.870,66.372,4.758,10.614,2.967,0.709,-1.479
9.880,66.276,4.776,10.673,2.985,0.721,-1.484
9.890,66.178,4.793,10.732,3.003,0.733,-1.489
9.900,66.078,4.811,10.790,3.021,0.745,-1.494
9.910,65.976,4.828,10.848,3.039,0.757,-1.500
9.920,65.872,4.845,10.904,3.057,0.768,-1.506
9.930,65.765,4.863,10.961,3.075,0.779,-1.512
9.940,65.657,4.880,11.016,3.093,0.790,-1.519
9.950,65.546,4.897,11.071,3.111,0.801,-1.525
9.960,65.434,4.914,11.125,3.129,0.812,-1.532
9.970,65.319,4.931,11.179,3.148,0.822,-1.540
9.980,65.203,4.947,11.231,3.166,0.832,-1.547
9.990,65.085,4.964,11.284,3.184,0.843,-1.555
10.000,64.964,4.980,11.335,3.202,0.852,-1.563
